FNODE_,TNODE_,LPOLY_,RPOLY_,LENGTH,MAJRIVRS0_,F_ID,PERMIT_NUM,WELL_NAME,OPERATOR,OPERATOR_N,WELL_TYPE,WELL_TYPE_,WELL_STATU,WELL_STA_1,PERMIT_DAT,SPUD_DATE,CONSERVATI,COUNTY,COUNTY_ID,MUNICIPALI,MUNICIPA_1,MUNICIPA_2,LATITUDE,LONGITUDE,PRMRY_FID,UNCONVENTI,SURFACE_EL,WELL_CONFI,COAL_IND,WELL_PAD_N,OLDEST_FOR,TARGET_FOR,PRODUCING_,WELL_PAD_L,ACCESS_ROA,TOTAL_MAXI,REACH_CODE,HUC_CODE,REGION,DATE_PLUGG,WELL_PAD_I,UIC_ID,UIC_TYPE_D,STORAGE_FI,SITE_ID,SITE_NAME,PERMIT_D_1
"5","7","0","0",59000.70000000000,"5","25083",083-09302,BURNS F31 203,QUAKER STATE CORP,OGO-12295,OIL,"7",Plugged OG Well,"15",1901/01/01,1800/01/01,N,McKean,"42",Otto,Twp,"42919",41.99973300000,-78.47910300000,"141125",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,,"0",,,,"139193",BURNS F31 203 WELL,2008/07/15
"5","7","0","0",59000.70000000000,"5","25083",083-09891,BURNS FLOOD 21 5 A,QUAKER STATE CORP,OGO-12295,OIL,"7",Plugged OG Well,"15",,1800/01/01,N,McKean,"42",Otto,Twp,"42919",41.99834400000,-78.49791600000,"141714",N,"1920",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,1993/02/02,"0",,,,"139782",BURNS FLOOD 5 A OG WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-09673,BURNS F11 261,QUAKER STATE CORP,OGO-12295,OIL,"7",Plugged OG Well,"15",,1800/01/01,N,McKean,"42",Otto,Twp,"42919",41.99952200000,-78.48977200000,"141496",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,1992/07/06,"0",,,,"139564",BURNS F11 261 WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-09890,BURNS FLOOD 5,QUAKER STATE CORP,OGO-12295,OIL,"7",Plugged OG Well,"15",,1800/01/01,N,McKean,"42",Otto,Twp,"42919",41.99839700000,-78.49777900000,"141713",N,"1920",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,1993/02/03,"0",,,,"139781",BURNS FLOOD 5 WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-09889,BURNS FLOOD 21 1,QUAKER STATE CORP,OGO-12295,OIL,"7",Plugged OG Well,"15",,1800/01/01,N,McKean,"42",Otto,Twp,"42919",41.99933000000,-78.49788700000,"141712",N,"1920",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,1993/02/01,"0",,,,"139780",BURNS FLOOD 01 WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-30808,"""NEWELL TRACT"" 02",PENNZOIL PROD CO,OGO-13501,INJECTION,"4",Plugged OG Well,"15",1974/01/15,1974/02/18,N,McKean,"42",Foster,Twp,"42910",41.99863000000,-78.60364800000,"155418",N,"1720",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,1988/07/06,"0",,,,"153468",NEWELL TRACT 02 WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-56569,HANE 2,ARMSTRONG GAS CO LLC,OGO-37144,OIL,"7",Operator Reported Not Drilled,"283",2014/08/06,,N,McKean,"42",Foster,Twp,"42910",41.99935300000,-78.64675800000,"777192",N,"1808",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,,"0",,,,"784198",HANE 2 OG WELL,2015/08/06
"5","7","0","0",59000.70000000000,"5","25083",083-45272,JOHNSTON HERZOG 251,PA GEN ENERGY CORP,OGO-13393,OIL,"7",Plugged OG Well,"15",1986/07/02,1800/01/01,N,McKean,"42",Foster,Twp,"42910",41.99934400000,-78.57356800000,"169903",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,1998/03/10,"0",,,,"167953",JOHNSTON HERZOG 251 OG WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-52660,WARRANT 4917 9 2,FIRST AMER ENERGY INC,OGO-69268,OIL,"7",Active,"7",2007/11/07,2008/11/07,N,McKean,"42",Foster,Twp,"42910",41.99791400000,-78.76077200000,"698859",N,"2105",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,,"0",,,,"696369",WARRANT 4917 9 2 OG WELL,2008/11/07
"5","7","0","0",59000.70000000000,"5","25083",083-09893,BURNS FLOOD 21 270,QUAKER STATE CORP,OGO-12295,OIL,"7",Plugged OG Well,"15",,1800/01/01,N,McKean,"42",Otto,Twp,"42919",41.99825000000,-78.49838000000,"141716",N,"1920",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,1993/02/05,"0",,,,"139784",BURNS FLOOD 270 WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-09886,BURNS FLOOD 21 05,QUAKER STATE CORP,OGO-12295,INJECTION,"4",Plugged OG Well,"15",,1800/01/01,N,McKean,"42",Otto,Twp,"42919",41.99883300000,-78.49848500000,"141709",N,"1920",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,1993/02/08,"0",,,,"139777",BURNS FLOOD 05 WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-56570,HANE 3,ARMSTRONG GAS CO LLC,OGO-37144,OIL,"7",Operator Reported Not Drilled,"283",2014/08/06,,N,McKean,"42",Foster,Twp,"42910",41.99908600000,-78.65068300000,"777193",N,"1781",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,,"0",,,,"784200",HANE 3 OG WELL,2015/08/06
"5","7","0","0",59000.70000000000,"5","25083",083-56571,HANE 4,ARMSTRONG GAS CO LLC,OGO-37144,OIL,"7",Operator Reported Not Drilled,"283",2014/08/06,,N,McKean,"42",Foster,Twp,"42910",41.99910000000,-78.65203900000,"777196",N,"1873",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,,"0",,,,"784201",HANE 4 OG WELL,2015/08/06
"5","7","0","0",59000.70000000000,"5","25083",083-09624,BURNS FLOOD 11 A129,QUAKER STATE CORP,OGO-12295,INJECTION,"4",Plugged OG Well,"15",,1800/01/01,N,McKean,"42",Otto,Twp,"42919",41.99890500000,-78.48662700000,"141447",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,1992/06/22,"0",,,,"139515",BURNS FLOOD 11 A129 WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-51366,MCCRAY 12,BOBCAT PROD CORP,OGO-45370,OIL,"7",Active,"7",2006/06/06,2006/07/05,N,McKean,"42",Hamilton,Twp,"42911",41.99873600000,-78.60779100000,"680327",N,"1840",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,,"0",,,,"672058",MCCRAY 12 OG WELL,2007/06/06
"5","7","0","0",59000.70000000000,"5","25083",083-09264,BURNS FLOOD 31 012,QUAKER STATE CORP,OGO-12295,INJECTION,"4",Plugged OG Well,"15",,1800/01/01,N,McKean,"42",Otto,Twp,"42919",41.99964500000,-78.47599500000,"141087",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,1991/12/27,"0",,,,"139155",BURNS FLOOD 31 012 WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-30790,"""NEWELL TRACT"" 05",PENNZOIL PROD CO,OGO-13501,INJECTION,"4",Plugged OG Well,"15",1974/01/15,1974/03/01,N,McKean,"42",Foster,Twp,"42910",41.99869900000,-78.59858900000,"155400",N,"1678",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,1988/07/25,"0",,,,"153450",NEWELL TRACT 05 WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-36263,EBENEZER-FOX 61,ROBERT G GULNAC CO,OGO-26431,OIL,"7",Plugged OG Well,"15",1978/08/25,1800/01/01,N,McKean,"42",Otto,Twp,"42919",41.99913800000,-78.46543600000,"160878",N,"1680",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,1978/09/18,"0",,,,"158929",EBENEZER FOX 61 WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-09872,BURNS FLOOD 21 298,QUAKER STATE CORP,OGO-12295,OIL,"7",Plugged OG Well,"15",,1800/01/01,N,McKean,"42",Otto,Twp,"42919",41.99829900000,-78.49502300000,"141695",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,1993/01/22,"0",,,,"139763",BURNS FLOOD 21 298 WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-07544,JOHNSTON LOT 58 ZC4,BARRY ASSOC INC,OGO-42165,OIL,"7",DEP Orphan List,"2",1988/08/19,1800/01/01,N,McKean,"42",Foster,Twp,"42910",41.99931100000,-78.57039700000,"139464",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,,"0",,,,"137533",JOHNSTON LOT 58 ZC4 OG WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-07447,JOHNSTON LOT 37 ZB14,BARRY ASSOC INC,OGO-42165,OIL,"7",Plugged OG Well,"15",1988/08/19,1800/01/01,N,McKean,"42",Foster,Twp,"42910",41.99959200000,-78.55690300000,"139367",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,2004/04/07,"0",,,,"137436",JOHNSTON LOT 37 ZB14 OG WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-09677,BURNS F11 605,QUAKER STATE CORP,OGO-12295,OIL,"7",Plugged OG Well,"15",,1800/01/01,N,McKean,"42",Otto,Twp,"42919",41.99911000000,-78.48975400000,"141500",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,1992/07/02,"0",,,,"139568",BURNS F11 605 WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-09623,BURNS FLOOD 11 0129,QUAKER STATE CORP,OGO-12295,INJECTION,"4",Plugged OG Well,"15",,1800/01/01,N,McKean,"42",Otto,Twp,"42919",41.99923400000,-78.48699500000,"141446",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,1992/06/23,"0",,,,"139514",BURNS FLOOD 11 0129 WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-09861,BURNS FLOOD 21 07,QUAKER STATE CORP,OGO-12295,INJECTION,"4",Plugged OG Well,"15",,1800/01/01,N,McKean,"42",Otto,Twp,"42919",41.99884200000,-78.49598400000,"141684",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,1993/01/25,"0",,,,"139752",BURNS FLOOD 21 07 WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-36260,EBENEZER-FOX 28,ROBERT G GULNAC CO,OGO-26431,OIL,"7",Plugged OG Well,"15",1978/08/25,1800/01/01,N,McKean,"42",Otto,Twp,"42919",41.99838300000,-78.46427700000,"160875",N,"1680",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,1978/09/20,"0",,,,"158926",EBENEZER FOX 28 WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-09707,BURNS F11 92,QUAKER STATE CORP,OGO-12295,OIL,"7",Plugged OG Well,"15",,1800/01/01,N,McKean,"42",Otto,Twp,"42919",41.99939800000,-78.49207200000,"141530",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,1992/07/31,"0",,,,"139598",BURNS F11 92 WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-07443,JOHNSTON LOT 37 ZB10,BARRY ASSOC INC,OGO-42165,OIL,"7",Plugged OG Well,"15",1988/08/19,1800/01/01,N,McKean,"42",Foster,Twp,"42910",41.99949400000,-78.56013900000,"139363",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,2004/04/06,"0",,,,"137432",JOHNSTON LOT 37 ZB10 OG WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-11732,BURNS - FEE 14,QUAKER STATE CORP,OGO-12295,UNDETERMINED,"11",DEP Orphan List,"2",1995/03/08,1800/01/01,N,McKean,"42",Otto,Twp,"42919",41.99923400000,-78.50370100000,"143556",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,,"0",,,,"141623",BURNS FEE 14 WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-09710,BURNS F11 294,QUAKER STATE CORP,OGO-12295,OIL,"7",Plugged OG Well,"15",,1800/01/01,N,McKean,"42",Otto,Twp,"42919",41.99894600000,-78.49214500000,"141533",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,1992/08/12,"0",,,,"139601",BURNS F11 294 WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-09708,BURNS F11 246,QUAKER STATE CORP,OGO-12295,OIL,"7",Plugged OG Well,"15",,1800/01/01,N,McKean,"42",Otto,Twp,"42919",41.99961800000,-78.49111500000,"141531",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,1992/07/30,"0",,,,"139599",BURNS F11 246 WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-09632,BURNS FLOOD 11 81,QUAKER STATE CORP,OGO-12295,OIL,"7",Plugged OG Well,"15",,1800/01/01,N,McKean,"42",Otto,Twp,"42919",41.99821800000,-78.48294800000,"141455",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,1992/06/17,"0",,,,"139523",BURNS FLOOD 11 81 WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-22075,YAEGER D1,BRENNAN R J,OGO-11167,INJECTION,"4",DEP Abandoned List,"23",1960/07/01,1800/01/01,N,McKean,"42",Foster,Twp,"42910",41.99914600000,-78.55848500000,"146663",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,,"0",,,,"144725",YAEGER D1 WELL,1961/07/01
"5","7","0","0",59000.70000000000,"5","25083",083-09670,BURNS F11 216,QUAKER STATE CORP,OGO-12295,OIL,"7",Plugged OG Well,"15",,1800/01/01,N,McKean,"42",Otto,Twp,"42919",41.99935700000,-78.48386800000,"141493",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,1992/07/13,"0",,,,"139561",BURNS F11 216 WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-09629,BURNS FLOOD 11 0134,QUAKER STATE CORP,OGO-12295,INJECTION,"4",Plugged OG Well,"15",,1800/01/01,N,McKean,"42",Otto,Twp,"42919",41.99867100000,-78.48125600000,"141452",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,1992/06/19,"0",,,,"139520",BURNS FLOOD 11 0134 WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-13518,JOHNSTON LOT 39 ZB06,BARRY ASSOC INC,OGO-42165,UNDETERMINED,"11",DEP Abandoned List,"23",,1800/01/01,N,McKean,"42",Foster,Twp,"42910",41.99917900000,-78.56253200000,"521938",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,,"0",,,,"494259",JOHNSTON LOT 39 ZB06 OG WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-00572,BURNS FLOOD 11 296,QUAKER STATE CORP,OGO-12295,OIL,"7",Plugged OG Well,"15",1986/06/02,1800/01/01,N,McKean,"42",Otto,Twp,"42919",41.99835600000,-78.49327500000,"132975",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,1990/09/21,"0",,,,"131050",BURNS FLOOD 11 296 OG WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-56067,STANFORD BARRETT 12,CARL A MCCRACKEN III,OGO-43345,UNDETERMINED,"11",Plugged OG Well,"15",2013/04/18,1800/01/01,N,McKean,"42",Foster,Twp,"42910",41.99793900000,-78.63323900000,"763641",N,"0",Vertical Well,,,,,,,,,,,EP DOGO NWDO Dstr Off,2013/08/13,"0",,,,"771873",STANFORD BARRETT 12 OG WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-09697,BURNS F11 262,QUAKER STATE CORP,OGO-12295,OIL,"7",Plugged OG Well,"15",,1800/01/01,N,McKean,"42",Otto,Twp,"42919",41.99874000000,-78.49054500000,"141520",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,1992/08/18,"0",,,,"139588",BURNS F11 262 WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-45249,JOHNSTON HERZOG A14,PA GEN ENERGY CORP,OGO-13393,OIL,"7",Plugged OG Well,"15",1986/07/02,1800/01/01,N,McKean,"42",Foster,Twp,"42910",41.99917900000,-78.57025700000,"169880",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,1998/02/20,"0",,,,"167930",JOHNSTON HERZOG A14 OG WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-09713,BURNS F11 452,QUAKER STATE CORP,OGO-12295,OIL,"7",Plugged OG Well,"15",,1800/01/01,N,McKean,"42",Otto,Twp,"42919",41.99963200000,-78.49220000000,"141536",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,1992/08/05,"0",,,,"139604",BURNS F11 452 WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-52523,WARRANT 4335 2,US ENERGY DEV CORP,OGO-19693,OIL,"7",Proposed But Never Materialized,"9",2007/09/28,,N,McKean,"42",Foster,Twp,"42910",41.99795800000,-78.70593900000,"697630",N,"2307",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,,"0",,,,"694644",WARRANT 4335 2 OG WELL,2008/09/28
"5","7","0","0",59000.70000000000,"5","25083",083-56979,JOHNSTON LOT 37 ZBO9,UNKNOWN OPR,OGO-99999,UNDETERMINED,"11",Plugged OG Well,"15",,1800/01/01,N,McKean,"42",Foster,Twp,"42910",41.99887800000,-78.56017200000,"823247",N,"0",Undetermined,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,2004/04/15,"0",,,,"826772",JOHNSTON LOT 37 ZBO9 OG WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-09630,BURNS FLOOD 11 0135,QUAKER STATE CORP,OGO-12295,INJECTION,"4",Plugged OG Well,"15",,1800/01/01,N,McKean,"42",Otto,Twp,"42919",41.99865800000,-78.48018900000,"141453",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,1992/06/16,"0",,,,"139521",BURNS FLOOD 11 0135 WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-30785,"""NEWELL TRACT"" 04",PENNZOIL PROD CO,OGO-13501,INJECTION,"4",Plugged OG Well,"15",1974/01/15,1974/02/26,N,McKean,"42",Foster,Twp,"42910",41.99863000000,-78.59996900000,"155395",N,"1686",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,1988/07/20,"0",,,,"153445",NEWELL TRACT 04 WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-09287,BURNS F31 199,QUAKER STATE CORP,OGO-12295,OIL,"7",Plugged OG Well,"15",,1800/01/01,N,McKean,"42",Otto,Twp,"42919",41.99917900000,-78.46900500000,"141110",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,1992/01/02,"0",,,,"139178",BURNS F31 199 WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-30776,NEWELL TRACT 52,EAST RESOURCES INC,OGO-4339,INJECTION,"4",Plugged OG Well,"15",1974/01/15,1800/01/01,N,McKean,"42",Foster,Twp,"42910",41.99825200000,-78.59265700000,"155386",N,"2023",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,2001/10/05,"0",,,,"153436",NEWELL TRACT 52 OG WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-00511,BURNS FLOOD 31 21,QUAKER STATE CORP,OGO-12295,OIL,"7",Plugged OG Well,"15",1986/06/02,1800/01/01,N,McKean,"42",Otto,Twp,"42919",41.99834200000,-78.47636300000,"132914",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,1991/11/18,"0",,,,"130989",BURNS FLOOD 31 21 OG WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-45271,JOHNSTON HERZOG 250,PA GEN ENERGY CORP,OGO-13393,OIL,"7",Plugged OG Well,"15",1986/07/02,1800/01/01,N,McKean,"42",Foster,Twp,"42910",41.99869900000,-78.57430400000,"169902",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,1998/03/26,"0",,,,"167952",JOHNSTON HERZOG 250 OG WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-30820,JOHNSTON W11,PA GEN ENERGY CORP,OGO-13393,INJECTION,"4",Plugged OG Well,"15",,1800/01/01,N,McKean,"42",Foster,Twp,"42910",41.99800500000,-78.58492000000,"155430",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,1999/03/12,"0",,,,"153480",JOHNSTON W11 OG WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-52901,WARRANT 4335 47,FIRST AMER ENERGY INC,OGO-69268,OIL,"7",Active,"7",2007/12/11,2008/03/18,N,McKean,"42",Foster,Twp,"42910",41.99835300000,-78.68067100000,"700095",N,"2067",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,,"0",,,,"697938",WARRANT 4335 47 OG WELL,2008/12/11
"5","7","0","0",59000.70000000000,"5","25083",083-52522,WARRANT 4335 1,US ENERGY DEV CORP,OGO-19693,OIL,"7",Operator Reported Not Drilled,"283",2007/09/28,,N,McKean,"42",Foster,Twp,"42910",41.99793300000,-78.70796400000,"697629",N,"2305",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,,"0",,,,"694643",WARRANT 4335 1 OG WELL,2008/09/28
"5","7","0","0",59000.70000000000,"5","25083",083-30770,NEWELL TRACT 106,VINEYARD OIL & GAS CO,OGO-18499,OIL,"7",Active,"7",1974/01/15,2005/04/13,N,McKean,"42",Foster,Twp,"42910",41.99821800000,-78.59408200000,"155380",N,"1956",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,,"0",,,,"153430",NEWELL TRACT 106 OG WELL,1975/01/15
"5","7","0","0",59000.70000000000,"5","25083",083-30791,NEWELL TRACT 67,EAST RESOURCES INC,OGO-4339,INJECTION,"4",Plugged OG Well,"15",1974/01/15,1800/01/01,N,McKean,"42",Foster,Twp,"42910",41.99814200000,-78.59779600000,"155401",N,"1714",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,2001/09/19,"0",,,,"153451",NEWELL TRACT 67 OG WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-09276,BURNS FLOOD 31 94,QUAKER STATE CORP,OGO-12295,OIL,"7",Plugged OG Well,"15",,1800/01/01,N,McKean,"42",Otto,Twp,"42919",41.99832800000,-78.46953800000,"141099",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,1991/12/16,"0",,,,"139167",BURNS FLOOD 31 94 WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-07369,JOHNSTON LOT 35 ZB012,BARRY ASSOC INC,OGO-42165,INJECTION,"4",Plugged OG Well,"15",1988/08/18,1800/01/01,N,McKean,"42",Foster,Twp,"42910",41.99890300000,-78.55593900000,"139289",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,2005/05/16,"0",,,,"137358",JOHNSTON LOT 35 ZB012 OG WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-07399,JOHNSTON LOT 35 ZBA08,BARRY ASSOC INC,OGO-42165,INJECTION,"4",Plugged OG Well,"15",1988/08/18,1800/01/01,N,McKean,"42",Foster,Twp,"42910",41.99937200000,-78.55495300000,"139319",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,2014/09/10,"0",,,,"137388",JOHNSTON LOT 35 ZBA08 OG WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-09870,BURNS FLOOD 21 268,QUAKER STATE CORP,OGO-12295,OIL,"7",Plugged OG Well,"15",,1800/01/01,N,McKean,"42",Otto,Twp,"42919",41.99817800000,-78.49757600000,"141693",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,1993/01/21,"0",,,,"139761",BURNS FLOOD 21 268 WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-45273,JOHNSTON HERZOG 252,PA GEN ENERGY CORP,OGO-13393,OIL,"7",Plugged OG Well,"15",1986/07/02,1800/01/01,N,McKean,"42",Foster,Twp,"42910",41.99901500000,-78.57279600000,"169904",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,1998/02/27,"0",,,,"167954",JOHNSTON HERZOG 252 OG WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-09285,BURNS F31 11,QUAKER STATE CORP,OGO-12295,OIL,"7",Plugged OG Well,"15",,1800/01/01,N,McKean,"42",Otto,Twp,"42919",41.99923400000,-78.47790800000,"141108",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,1992/01/03,"0",,,,"139176",BURNS F31 11 WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-42388,MALLORY 10 WARRANT 4335 1 3,VANDERHOOF ENERGY PROD LLC,OGO-69051,OIL,"7",Active,"7",1984/02/05,1984/04/15,N,McKean,"42",Foster,Twp,"42910",41.99814200000,-78.71250100000,"167011",N,"2190",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,,"0",,,,"165062",MALLORY 10 WARRANT 4335 1 3 OG WELL,1985/02/05
"5","7","0","0",59000.70000000000,"5","25083",083-09247,BURNS F 31 26,QUAKER STATE CORP,OGO-12295,OIL,"7",Plugged OG Well,"15",,1800/01/01,N,McKean,"42",Otto,Twp,"42919",41.99824600000,-78.47104700000,"141070",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,1991/12/11,"0",,,,"139138",BURNS F 31 26 WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-09626,BURNS FLOOD 11 0131,QUAKER STATE CORP,OGO-12295,INJECTION,"4",Plugged OG Well,"15",,1800/01/01,N,McKean,"42",Otto,Twp,"42919",41.99883600000,-78.48475100000,"141449",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,1992/06/26,"0",,,,"139517",BURNS FLOOD 11 0131 WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-09251,BURNS F 31 102,QUAKER STATE CORP,OGO-12295,OIL,"7",Plugged OG Well,"15",,1800/01/01,N,McKean,"42",Otto,Twp,"42919",41.99857500000,-78.47389800000,"141074",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,1991/12/04,"0",,,,"139142",BURNS F 31 102 WELL,
"5","7","0","0",59000.70000000000,"5","25083",083-07340,JOHNSTON LOT 35 ZB20,BARRY ASSOC INC,OGO-42165,OIL,"7",Plugged OG Well,"15",1988/08/18,1800/01/01,N,McKean,"42",Foster,Twp,"42910",41.99954200000,-78.55327800000,"139260",N,"0",Vertical Well,NonCoal,,,,,,,,,,EP DOGO NWDO Dstr Off,2014/05/29,"0",,,,"137329",JOHNSTON LOT 35 ZB20 OG WELL,
